Library|Pantone_Name|Hex|R|G|B|C|M|Y|K|L|a|b|Hex_Source|RGB_Source|CMYK_Source|Lab_Source
Pantone CMYK Coated|PANTONE P 53-12 C|#CD8C7C|205|140|124|0.0|31.7|39.5|19.6|64.71|24.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 53-13 C|#C37469|195|116|105|0.0|40.5|46.2|23.5|57.65|31.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 53-14 C|#B95A54|185|90|84|0.0|51.4|54.6|27.5|50.2|39.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 53-15 C|#AF3E43|175|62|67|0.0|64.6|61.7|31.4|43.14|47.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 53-16 C|#A72136|167|33|54|0.0|80.2|67.7|34.5|37.65|54.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-1 C|#D2A798|210|167|152|0.0|20.5|27.6|17.6|72.16|15.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-2 C|#C99182|201|145|130|0.0|27.9|35.3|21.2|65.49|20.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-3 C|#C28272|194|130|114|0.0|33.0|41.2|23.9|60.78|24.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-4 C|#B87165|184|113|101|0.0|38.6|45.1|27.8|55.29|28.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-5 C|#B06359|176|99|89|0.0|43.8|49.4|31.0|50.98|31.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-6 C|#A84D49|168|77|73|0.0|54.2|56.5|34.1|44.71|38.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-7 C|#9E3B3C|158|59|60|0.0|62.7|62.0|38.0|39.61|42.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-8 C|#952630|149|38|48|0.0|74.5|67.8|41.6|34.51|47.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-9 C|#D8B7AD|216|183|173|0.0|15.3|19.9|15.3|77.25|11.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-10 C|#CAA190|202|161|144|0.0|20.3|28.7|20.8|69.8|14.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-11 C|#C18D7E|193|141|126|0.0|26.9|34.7|24.3|63.53|19.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-12 C|#B67B6C|182|123|108|0.0|32.4|40.7|28.6|57.65|22.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-13 C|#AB685D|171|104|93|0.0|39.2|45.6|32.9|51.37|27.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-14 C|#9E524D|158|82|77|0.0|48.1|51.3|38.0|44.31|32.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-15 C|#913B3B|145|59|59|0.0|59.3|59.3|43.1|37.25|37.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 54-16 C|#84232D|132|35|45|0.0|73.5|65.9|48.2|30.59|42.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-1 C|#EDB9AC|237|185|172|0.0|21.9|27.4|7.1|79.61|18.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-2 C|#EBA89B|235|168|155|0.0|28.5|34.0|7.8|75.29|24.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-3 C|#E79484|231|148|132|0.0|35.9|42.9|9.4|69.8|31.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-4 C|#E7887C|231|136|124|0.0|41.1|46.3|9.4|67.06|36.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-5 C|#E2706A|226|112|106|0.0|50.4|53.1|11.4|61.18|45.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-6 C|#E0595C|224|89|92|0.0|60.3|58.9|12.2|56.47|54.0|27.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-7 C|#DD3A4F|221|58|79|0.0|73.8|64.3|13.3|51.37|64.0|28.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-8 C|#DB1D47|219|29|71|0.0|86.8|67.6|14.1|48.24|70.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-9 C|#E9C3BA|233|195|186|0.0|16.3|20.2|8.6|81.96|13.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-10 C|#E6AFA2|230|175|162|0.0|23.9|29.6|9.8|76.47|19.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-11 C|#E09C8E|224|156|142|0.0|30.4|36.6|12.2|70.98|25.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-12 C|#DB8378|219|131|120|0.0|40.2|45.2|14.1|64.31|34.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-13 C|#D7746C|215|116|108|0.0|46.0|49.8|15.7|60.39|39.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-14 C|#CC5353|204|83|83|0.0|59.3|59.3|20.0|52.16|49.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-15 C|#CB3A4A|203|58|74|0.0|71.4|63.5|20.4|47.84|58.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 55-16 C|#C7203F|199|32|63|0.0|83.9|68.3|22.0|44.31|64.0|28.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-1 C|#E2C4BC|226|196|188|0.0|13.3|16.8|11.4|81.57|10.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-2 C|#D9B1A7|217|177|167|0.0|18.4|23.0|14.9|75.69|14.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-3 C|#CF9A8D|207|154|141|0.0|25.6|31.9|18.8|68.63|19.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-4 C|#C68175|198|129|117|0.0|34.8|40.9|22.4|61.18|26.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-5 C|#BC6B62|188|107|98|0.0|43.1|47.9|26.3|54.51|32.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-6 C|#B25250|178|82|80|0.0|53.9|55.1|30.2|47.45|40.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-7 C|#AA3E43|170|62|67|0.0|63.5|60.6|33.3|42.35|45.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-8 C|#9F2436|159|36|54|0.0|77.4|66.0|37.6|36.47|51.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-9 C|#DABCB7|218|188|183|0.0|13.8|16.1|14.5|78.82|10.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-10 C|#CBA69D|203|166|157|0.0|18.2|22.7|20.4|71.37|13.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-11 C|#BF9186|191|145|134|0.0|24.1|29.8|25.1|64.31|17.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-12 C|#B47B70|180|123|112|0.0|31.7|37.8|29.4|57.25|22.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-13 C|#A7655A|167|101|90|0.0|39.5|46.1|34.5|50.2|26.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-14 C|#99504C|153|80|76|0.0|47.7|50.3|40.0|43.14|31.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-15 C|#883738|136|55|56|0.0|59.6|58.8|46.7|34.9|35.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 56-16 C|#74242B|116|36|43|0.0|69.0|62.9|54.5|27.45|36.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-1 C|#ECAFA6|236|175|166|0.0|25.8|29.7|7.5|77.25|22.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-2 C|#EA9C94|234|156|148|0.0|33.3|36.8|8.2|72.16|29.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-3 C|#E68A82|230|138|130|0.0|40.0|43.5|9.8|67.45|35.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-4 C|#E47A72|228|122|114|0.0|46.5|50.0|10.6|63.53|41.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-5 C|#E0605F|224|96|95|0.0|57.1|57.6|12.2|57.65|51.0|27.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-6 C|#DC474F|220|71|79|0.0|67.7|64.1|13.7|52.94|59.0|30.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-7 C|#DA2543|218|37|67|0.0|83.0|69.3|14.5|48.63|68.0|32.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-8 C|#D9103B|217|16|59|0.0|92.6|72.8|14.9|47.06|71.0|35.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-9 C|#EDCCC5|237|204|197|0.0|13.9|16.9|7.1|84.71|11.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-10 C|#E9BDB4|233|189|180|0.0|18.9|22.7|8.6|80.39|15.0|11.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-11 C|#E2A198|226|161|152|0.0|28.8|32.7|11.4|72.55|24.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-12 C|#DC8982|220|137|130|0.0|37.7|40.9|13.7|65.88|32.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-13 C|#D9736C|217|115|108|0.0|47.0|50.2|14.9|60.39|40.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-14 C|#D05453|208|84|83|0.0|59.6|60.1|18.4|52.94|50.0|27.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-15 C|#CB3744|203|55|68|0.0|72.9|66.5|20.4|47.45|59.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 57-16 C|#C91C3B|201|28|59|0.0|86.1|70.6|21.2|44.31|65.0|31.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-1 C|#DDA194|221|161|148|0.0|27.1|33.0|13.3|71.76|22.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-2 C|#D79184|215|145|132|0.0|32.6|38.6|15.7|67.06|26.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-3 C|#D58277|213|130|119|0.0|39.0|44.1|16.5|63.14|32.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-4 C|#CF746A|207|116|106|0.0|44.0|48.8|18.8|59.22|36.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-5 C|#C95C57|201|92|87|0.0|54.2|56.7|21.2|53.33|44.0|25.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-6 C|#C14B4B|193|75|75|0.0|61.1|61.1|24.3|48.63|48.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-7 C|#BD313E|189|49|62|0.0|74.1|67.2|25.9|43.92|56.0|28.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-8 C|#B92736|185|39|54|0.0|78.9|70.8|27.5|41.96|58.0|30.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-9 C|#E8D3CF|232|211|207|0.0|9.1|10.8|9.0|86.27|7.0|5.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-10 C|#DCBAB4|220|186|180|0.0|15.5|18.2|13.7|78.43|12.0|8.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-11 C|#D2A096|210|160|150|0.0|23.8|28.6|17.6|70.59|18.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-12 C|#C78A7F|199|138|127|0.0|30.7|36.2|22.0|63.53|23.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-13 C|#BF7369|191|115|105|0.0|39.8|45.0|25.1|56.86|30.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-14 C|#B15C56|177|92|86|0.0|48.0|51.4|30.6|49.41|35.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-15 C|#A64042|166|64|66|0.0|61.4|60.2|34.9|41.96|43.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 58-16 C|#9A2430|154|36|48|0.0|76.6|68.8|39.6|35.29|49.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-1 C|#EEB8B4|238|184|180|0.0|22.7|24.4|6.7|79.61|20.0|10.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-2 C|#ECA6A2|236|166|162|0.0|29.7|31.4|7.5|74.9|26.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-3 C|#E89190|232|145|144|0.0|37.5|37.9|9.0|69.41|34.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-4 C|#E68183|230|129|131|0.0|43.9|43.0|9.8|65.49|40.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-5 C|#E36971|227|105|113|0.0|53.7|50.2|11.0|60.0|49.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-6 C|#DF4C62|223|76|98|0.0|65.9|56.1|12.5|54.51|59.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-7 C|#DE3457|222|52|87|0.0|76.6|60.8|12.9|50.98|66.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-8 C|#DC1B50|220|27|80|0.0|87.7|63.6|13.7|48.63|71.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-9 C|#E19D99|225|157|153|0.0|30.2|32.0|11.8|71.37|26.0|13.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-10 C|#E08B8A|224|139|138|0.0|37.9|38.4|12.2|67.06|33.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-11 C|#DA7A7D|218|122|125|0.0|44.0|42.7|14.5|62.35|38.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-12 C|#D8676F|216|103|111|0.0|52.3|48.6|15.3|58.04|46.0|18.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-13 C|#D45463|212|84|99|0.0|60.4|53.3|16.9|53.73|52.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-14 C|#D03D58|208|61|88|0.0|70.7|57.7|18.4|49.41|59.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-15 C|#CF2B51|207|43|81|0.0|79.2|60.9|18.8|47.06|64.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 59-16 C|#CE1B4C|206|27|76|0.0|86.9|63.1|19.2|45.49|67.0|22.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-1 C|#EEDCD8|238|220|216|0.0|7.6|9.2|6.7|89.02|6.0|4.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-2 C|#E8C6C1|232|198|193|0.0|14.7|16.8|9.0|82.75|12.0|7.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-3 C|#E2ADA5|226|173|165|0.0|23.5|27.0|11.4|75.69|19.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-4 C|#DC948C|220|148|140|0.0|32.7|36.4|13.7|68.63|27.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-5 C|#D37A74|211|122|116|0.0|42.2|45.0|17.3|61.18|35.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-6 C|#CC5A5B|204|90|91|0.0|55.9|55.4|20.0|53.33|46.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-7 C|#C33946|195|57|70|0.0|70.8|64.1|23.5|46.27|56.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-8 C|#BD1A37|189|26|55|0.0|86.2|70.9|25.9|41.57|62.0|29.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-9 C|#CE817C|206|129|124|0.0|37.4|39.8|19.2|62.35|30.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-10 C|#CB7874|203|120|116|0.0|40.9|42.9|20.4|59.61|33.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-11 C|#C86C69|200|108|105|0.0|46.0|47.5|21.6|56.47|37.0|19.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-12 C|#C15B5A|193|91|90|0.0|52.8|53.4|24.3|51.76|42.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-13 C|#BC4D52|188|77|82|0.0|59.0|56.4|26.3|48.24|46.0|21.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-14 C|#B93D48|185|61|72|0.0|67.0|61.1|27.5|45.1|51.0|23.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-15 C|#B4253D|180|37|61|0.0|79.4|66.1|29.4|40.78|57.0|24.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 60-16 C|#AF1B36|175|27|54|0.0|84.6|69.1|31.4|38.82|58.0|26.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-1 C|#CC948A|204|148|138|0.0|27.5|32.4|20.0|66.67|21.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-2 C|#C6857E|198|133|126|0.0|32.8|36.4|22.4|62.35|25.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-3 C|#C17A73|193|122|115|0.0|36.8|40.4|24.3|58.82|28.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-4 C|#BA6A66|186|106|102|0.0|43.0|45.2|27.1|54.12|32.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-5 C|#B15859|177|88|89|0.0|50.3|49.7|30.6|48.63|37.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-6 C|#AB474F|171|71|79|0.0|58.5|53.8|32.9|44.31|42.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-7 C|#A43646|164|54|70|0.0|67.1|57.3|35.7|40.0|47.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-8 C|#9D233D|157|35|61|0.0|77.7|61.1|38.4|36.08|51.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-9 C|#DFC8C2|223|200|194|0.0|10.3|13.0|12.5|82.35|8.0|6.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-10 C|#D5B2AB|213|178|171|0.0|16.4|19.7|16.5|75.69|12.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-11 C|#C89C92|200|156|146|0.0|22.0|27.0|21.6|68.24|16.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-12 C|#BD847B|189|132|123|0.0|30.2|34.9|25.9|60.78|22.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-13 C|#B16E66|177|110|102|0.0|37.9|42.4|30.6|53.73|27.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-14 C|#A85956|168|89|86|0.0|47.0|48.8|34.1|47.45|33.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-15 C|#9A4047|154|64|71|0.0|58.4|53.9|39.6|40.0|39.0|16.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 61-16 C|#892336|137|35|54|0.0|74.5|60.6|46.3|31.76|44.0|15.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 62-1 C|#F0C8C1|240|200|193|0.0|16.7|19.6|5.9|83.92|14.0|9.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 62-2 C|#EFB9B1|239|185|177|0.0|22.6|25.9|6.3|80.0|19.0|12.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 62-3 C|#EBA8A1|235|168|161|0.0|28.5|31.5|7.8|75.29|25.0|14.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 62-4 C|#E9938E|233|147|142|0.0|36.9|39.1|8.6|69.8|33.0|17.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
Pantone CMYK Coated|PANTONE P 62-5 C|#E67E7C|230|126|124|0.0|45.2|46.1|9.8|64.71|41.0|20.0|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
